id_appel_offre,titre,description,categorie_marche,secteur,organisme_emetteur,pays,region,ville,date_publication,date_limite,date_resultat,budget_estime,soumissionnaires,montants_soumis,soumissionnaire_gagnant,montant_gagnant,montant_moyen,ecart_montant_vs_budget,delai_execution,type_procédure,critere_attribution,nombre_soumissionnaires,historique_gagnant_dans_les_3_derniers_ao,nombre_ao_gagnes_par_gagnant,experience_gagnant,notation_technique_gagnant,statut_ao,motif_annulation
3187,Appel d'offre pour informatique à Agadir,Marché public concernant le secteur informatique dans la région de Casablanca-Settat.,Services,Informatique,Ministère de la Santé,Maroc,Casablanca-Settat,Agadir,2025-04-22,2025-06-11,2025-06-24,1552161,"['Novec', 'TGCC', 'INGEMA', 'SOMAGEC', 'SOGEA', 'Jet Contractors']","[1405571.1682732438, 1409713.1594777151, 1746957.2108706762, 1799498.098437485, 1841347.9767636682, 1852058.2024957063]",Jet Contractors,1852058.2024957063,1675857.64,0.1932,43,Gré à gré,Note technique et prix,6,Non,7,8,89,Annulé,
3188,Appel d'offre pour médical à Tanger,Marché public concernant le secteur médical dans la région de Tanger-Tétouan-Al Hoceïma.,Services,Médical,Ministère de la Santé,Maroc,Tanger-Tétouan-Al Hoceïma,Tanger,2025-01-16,2025-01-31,2025-02-11,965891,"['Novec', 'Jet Contractors', 'SOGEA', 'TGCC', 'SOMAGEC', 'INGEMA']","[927157.9851417927, 950542.706582695, 953452.9109019397, 976006.7328680172, 1093775.8794635069, 1105984.786555117]",INGEMA,1105984.786555117,1001153.5,0.145,303,Appel d’offres restreint,Note technique et prix,6,Non,4,9,90,Sans suite,Non-conformité des offres
3189,Appel d'offre pour fournitures scolaires à Oujda,Marché public concernant le secteur fournitures scolaires dans la région de Oriental.,Services,Fournitures scolaires,ONEE,Maroc,Oriental,Oujda,2024-05-04,2024-05-21,2024-06-01,5410347,"['SOMAGEC', 'INGEMA']","[4932512.849917231, 6406241.3703615]",SOMAGEC,4932512.849917231,5669377.11,-0.0883,168,Appel d’offres restreint,Note technique et prix,2,Oui,4,11,93,Annulé,Non-conformité des offres
3190,Appel d'offre pour fournitures scolaires à Tanger,Marché public concernant le secteur fournitures scolaires dans la région de Oriental.,Services,Fournitures scolaires,ONEE,Maroc,Oriental,Tanger,2025-03-23,2025-04-03,2025-04-19,4666101,"['Jet Contractors', 'SOMAGEC', 'INGEMA']","[4760127.401136992, 5197910.357544445, 5496386.763411724]",Jet Contractors,4760127.401136992,5151474.84,0.0202,194,Gré à gré,Meilleure offre économiquement,3,Non,8,1,86,Sans suite,
3191,Appel d'offre pour transport à Casablanca,Marché public concernant le secteur transport dans la région de Oriental.,Services,Transport,Ministère de la Santé,Maroc,Oriental,Casablanca,2025-06-07,2025-07-24,2025-08-08,9782760,"['Jet Contractors', 'SOMAGEC', 'TGCC', 'Novec', 'INGEMA', 'SOGEA']","[8897868.320003271, 9554526.676645894, 9602437.43945772, 10609154.849734511, 10998781.040975556, 11687062.972292004]",TGCC,9602437.43945772,10224971.88,-0.0184,203,Appel d’offres ouvert,Meilleure offre économiquement,6,Oui,0,10,93,Attribué,
3192,Appel d'offre pour btp à Agadir,Marché public concernant le secteur btp dans la région de Oriental.,Fournitures,BTP,Ministère de la Santé,Maroc,Oriental,Agadir,2023-06-12,2023-08-10,2023-08-15,6865559,"['INGEMA', 'SOGEA', 'SOMAGEC', 'Novec', 'TGCC', 'Jet Contractors']","[6414966.929167132, 7058980.087100694, 7372285.393050383, 7454265.5376050975, 7584913.495934504, 8205286.099656548]",Jet Contractors,8205286.099656548,7348449.59,0.1951,304,Appel d’offres restreint,Prix seul,6,Non,8,6,61,Attribué,
3193,Appel d'offre pour énergie à Casablanca,Marché public concernant le secteur énergie dans la région de Souss-Massa.,Fournitures,Énergie,CHU Casablanca,Maroc,Souss-Massa,Casablanca,2024-03-22,2024-04-23,2024-05-11,7422020,"['TGCC', 'SOMAGEC', 'INGEMA']","[6787026.409941248, 7779242.532174445, 8597546.03089981]",SOMAGEC,7779242.532174445,7721271.66,0.0481,113,Appel d’offres restreint,Meilleure offre économiquement,3,Non,1,7,74,Attribué,
3194,Appel d'offre pour énergie à Tanger,Marché public concernant le secteur énergie dans la région de Tanger-Tétouan-Al Hoceïma.,Fournitures,Énergie,Ministère de la Santé,Maroc,Tanger-Tétouan-Al Hoceïma,Tanger,2024-10-25,2024-11-23,2024-11-28,4736893,"['INGEMA', 'Jet Contractors', 'Novec', 'SOGEA']","[4578129.113993553, 4589552.65798552, 5590292.894161465, 5602556.765886694]",Jet Contractors,4589552.65798552,5090132.86,-0.0311,33,Gré à gré,Meilleure offre économiquement,4,Non,9,13,89,Sans suite,Manque de budget
3195,Appel d'offre pour transport à Casablanca,Marché public concernant le secteur transport dans la région de Oriental.,Travaux,Transport,Ministère de l’Équipement,Maroc,Oriental,Casablanca,2024-07-23,2024-08-12,2024-08-27,6662217,"['Jet Contractors', 'Novec', 'TGCC']","[6334712.7286928585, 6708189.6660091495, 7743354.0553616965]",Novec,6708189.6660091495,6928752.15,0.0069,173,Appel d’offres restreint,Meilleure offre économiquement,3,Oui,4,10,81,Annulé,Manque de budget
3196,Appel d'offre pour fournitures scolaires à Tanger,Marché public concernant le secteur fournitures scolaires dans la région de Fès-Meknès.,Fournitures,Fournitures scolaires,ONEE,Maroc,Fès-Meknès,Tanger,2024-06-14,2024-06-28,2024-07-08,6306962,"['Novec', 'INGEMA']","[5852312.632735517, 6065867.934751216]",Novec,5852312.632735517,5959090.28,-0.0721,117,Appel d’offres restreint,Prix seul,2,Oui,15,9,82,Attribué,
3197,Appel d'offre pour btp à Agadir,Marché public concernant le secteur btp dans la région de Souss-Massa.,Services,BTP,ONEE,Maroc,Souss-Massa,Agadir,2024-12-09,2025-01-31,2025-02-20,1559381,"['SOGEA', 'Novec', 'INGEMA']","[1467503.834046181, 1502123.62055259, 1547752.9178234595]",INGEMA,1547752.9178234595,1505793.46,-0.0075,187,Appel d’offres restreint,Meilleure offre économiquement,3,Oui,11,3,86,Annulé,Non-conformité des offres
3198,Appel d'offre pour btp à Fès,Marché public concernant le secteur btp dans la région de Tanger-Tétouan-Al Hoceïma.,Fournitures,BTP,CHU Casablanca,Maroc,Tanger-Tétouan-Al Hoceïma,Fès,2024-04-04,2024-04-14,2024-04-29,4893505,"['SOGEA', 'Novec']","[4625705.920204663, 4679274.290532928]",Novec,4679274.290532928,4652490.11,-0.0438,318,Appel d’offres ouvert,Meilleure offre économiquement,2,Non,2,15,86,Sans suite,Non-conformité des offres
3199,Appel d'offre pour btp à Oujda,Marché public concernant le secteur btp dans la région de Fès-Meknès.,Fournitures,BTP,DGSN,Maroc,Fès-Meknès,Oujda,2024-02-19,2024-04-14,2024-04-22,2320629,"['INGEMA', 'SOMAGEC', 'TGCC']","[2223660.5527052837, 2425456.5786304935, 2782385.46407096]",INGEMA,2223660.5527052837,2477167.53,-0.0418,264,Appel d’offres ouvert,Meilleure offre économiquement,3,Non,7,12,70,Sans suite,Manque de budget
3200,Appel d'offre pour transport à Fès,Marché public concernant le secteur transport dans la région de Rabat-Salé-Kénitra.,Travaux,Transport,Ministère de la Santé,Maroc,Rabat-Salé-Kénitra,Fès,2024-01-18,2024-02-10,2024-02-21,939399,"['INGEMA', 'TGCC', 'Jet Contractors', 'Novec', 'SOGEA']","[845998.9309515862, 885110.3218392173, 947913.2472379173, 997492.3281118616, 1087535.9708791624]",SOGEA,1087535.9708791624,952810.16,0.1577,164,Appel d’offres ouvert,Prix seul,5,Non,15,3,81,Attribué,
3201,Appel d'offre pour énergie à Rabat,Marché public concernant le secteur énergie dans la région de Oriental.,Services,Énergie,ONCF,Maroc,Oriental,Rabat,2024-06-21,2024-08-09,2024-08-28,3742104,"['SOMAGEC', 'TGCC']","[3555446.689626391, 4474391.990954749]",SOMAGEC,3555446.689626391,4014919.34,-0.0499,263,Appel d’offres restreint,Note technique et prix,2,Oui,5,14,84,Attribué,
3202,Appel d'offre pour informatique à Rabat,Marché public concernant le secteur informatique dans la région de Rabat-Salé-Kénitra.,Services,Informatique,Ministère de l’Équipement,Maroc,Rabat-Salé-Kénitra,Rabat,2024-01-18,2024-02-11,2024-03-01,4370320,"['TGCC', 'INGEMA', 'Jet Contractors']","[4005949.056852395, 4333771.483536358, 5078266.917417]",Jet Contractors,5078266.917417,4472662.49,0.162,74,Gré à gré,Prix seul,3,Oui,5,4,72,Annulé,Manque de budget
3203,Appel d'offre pour informatique à Fès,Marché public concernant le secteur informatique dans la région de Oriental.,Services,Informatique,ONEE,Maroc,Oriental,Fès,2024-02-27,2024-04-20,2024-05-06,3485035,"['SOMAGEC', 'Jet Contractors', 'Novec']","[3259136.6222635033, 3862500.915361341, 4157356.7836884246]",Jet Contractors,3862500.915361341,3759664.77,0.1083,129,Gré à gré,Meilleure offre économiquement,3,Non,10,15,85,Sans suite,Manque de budget
3204,Appel d'offre pour médical à Casablanca,Marché public concernant le secteur médical dans la région de Casablanca-Settat.,Travaux,Médical,ONCF,Maroc,Casablanca-Settat,Casablanca,2023-08-27,2023-09-22,2023-09-28,6382933,"['INGEMA', 'Novec', 'Jet Contractors']","[6378318.001782833, 6524784.858233878, 7204729.079480664]",INGEMA,6378318.001782833,6702610.65,-0.0007,265,Appel d’offres ouvert,Note technique et prix,3,Oui,0,1,88,Attribué,
3205,Appel d'offre pour informatique à Oujda,Marché public concernant le secteur informatique dans la région de Tanger-Tétouan-Al Hoceïma.,Services,Informatique,CHU Casablanca,Maroc,Tanger-Tétouan-Al Hoceïma,Oujda,2024-10-26,2024-11-10,2024-11-16,9204908,"['INGEMA', 'Jet Contractors', 'SOMAGEC', 'TGCC']","[8905675.697052862, 9129108.168254277, 9464261.21512638, 10392738.331267549]",TGCC,10392738.331267549,9472945.85,0.129,255,Appel d’offres restreint,Prix seul,4,Non,9,14,68,Annulé,
3206,Appel d'offre pour informatique à Casablanca,Marché public concernant le secteur informatique dans la région de Rabat-Salé-Kénitra.,Services,Informatique,DGSN,Maroc,Rabat-Salé-Kénitra,Casablanca,2024-08-04,2024-10-02,2024-10-07,5624887,"['SOGEA', 'Novec', 'SOMAGEC']","[5968897.120149895, 6393609.574296012, 6584237.7724600425]",SOMAGEC,6584237.7724600425,6315581.49,0.1706,263,Appel d’offres restreint,Meilleure offre économiquement,3,Non,11,11,60,Attribué,
3207,Appel d'offre pour btp à Tanger,Marché public concernant le secteur btp dans la région de Casablanca-Settat.,Services,BTP,Ministère de l’Équipement,Maroc,Casablanca-Settat,Tanger,2025-05-20,2025-06-16,2025-06-28,4417551,"['Novec', 'SOMAGEC']","[4255553.685251422, 4446663.599622373]",SOMAGEC,4446663.599622373,4351108.64,0.0066,66,Appel d’offres restreint,Prix seul,2,Non,6,2,90,Annulé,Non-conformité des offres
3208,Appel d'offre pour btp à Fès,Marché public concernant le secteur btp dans la région de Oriental.,Travaux,BTP,DGSN,Maroc,Oriental,Fès,2024-09-05,2024-10-30,2024-11-16,7922192,"['SOMAGEC', 'INGEMA', 'Novec']","[8458990.668765701, 8583332.820933465, 8646309.910051635]",SOMAGEC,8458990.668765701,8562877.8,0.0678,303,Appel d’offres restreint,Prix seul,3,Oui,7,19,78,Sans suite,
3209,Appel d'offre pour énergie à Tanger,Marché public concernant le secteur énergie dans la région de Casablanca-Settat.,Travaux,Énergie,DGSN,Maroc,Casablanca-Settat,Tanger,2024-12-16,2025-01-28,2025-02-13,9954394,"['Novec', 'SOGEA', 'Jet Contractors']","[9650306.254251918, 10386402.97157958, 10660621.738039335]",Novec,9650306.254251918,10232443.65,-0.0305,258,Gré à gré,Note technique et prix,3,Non,4,14,82,Attribué,
3210,Appel d'offre pour btp à Fès,Marché public concernant le secteur btp dans la région de Fès-Meknès.,Fournitures,BTP,ONEE,Maroc,Fès-Meknès,Fès,2025-05-18,2025-06-09,2025-06-18,6851150,"['INGEMA', 'Novec', 'Jet Contractors', 'TGCC', 'SOMAGEC']","[6179837.776992078, 6548621.415427773, 6772112.367760552, 7214520.206780251, 7620175.966078426]",Novec,6548621.415427773,6867053.55,-0.0442,319,Gré à gré,Meilleure offre économiquement,5,Oui,2,7,62,Annulé,Non-conformité des offres
3211,Appel d'offre pour btp à Casablanca,Marché public concernant le secteur btp dans la région de Oriental.,Travaux,BTP,ONEE,Maroc,Oriental,Casablanca,2023-02-23,2023-04-02,2023-04-13,1580508,"['TGCC', 'INGEMA']","[1554815.2940346466, 1763067.1789042691]",INGEMA,1763067.1789042691,1658941.24,0.1155,150,Gré à gré,Meilleure offre économiquement,2,Non,1,12,63,Sans suite,Non-conformité des offres
3212,Appel d'offre pour transport à Rabat,Marché public concernant le secteur transport dans la région de Tanger-Tétouan-Al Hoceïma.,Travaux,Transport,Ministère de l’Équipement,Maroc,Tanger-Tétouan-Al Hoceïma,Rabat,2024-08-02,2024-09-10,2024-09-19,8019059,"['SOGEA', 'INGEMA', 'Novec', 'TGCC']","[7402020.785910968, 7637348.554837579, 8052126.2167671295, 9021301.520604737]",SOGEA,7402020.785910968,8028199.27,-0.0769,250,Gré à gré,Note technique et prix,4,Oui,4,15,66,Attribué,
3213,Appel d'offre pour médical à Tanger,Marché public concernant le secteur médical dans la région de Souss-Massa.,Services,Médical,CHU Casablanca,Maroc,Souss-Massa,Tanger,2023-08-23,2023-09-11,2023-09-25,1985259,"['SOMAGEC', 'SOGEA', 'TGCC']","[1981380.5685334175, 2061351.3814576976, 2220682.931886643]",TGCC,2220682.931886643,2087804.96,0.1186,87,Gré à gré,Meilleure offre économiquement,3,Non,0,18,99,Attribué,
3214,Appel d'offre pour informatique à Fès,Marché public concernant le secteur informatique dans la région de Souss-Massa.,Travaux,Informatique,ONEE,Maroc,Souss-Massa,Fès,2024-02-09,2024-03-13,2024-03-30,3286864,"['Jet Contractors', 'INGEMA']","[3124247.84062746, 3938343.7988239755]",INGEMA,3938343.7988239755,3531295.82,0.1982,278,Gré à gré,Prix seul,2,Non,10,6,76,Attribué,
3215,Appel d'offre pour btp à Tanger,Marché public concernant le secteur btp dans la région de Rabat-Salé-Kénitra.,Services,BTP,DGSN,Maroc,Rabat-Salé-Kénitra,Tanger,2025-04-09,2025-05-27,2025-06-07,1239819,"['Novec', 'SOGEA', 'Jet Contractors', 'TGCC']","[1132017.1013734648, 1201867.8460341254, 1249870.6928621863, 1446339.8639420825]",SOGEA,1201867.8460341254,1257523.88,-0.0306,77,Gré à gré,Prix seul,4,Oui,5,8,85,Attribué,
3216,Appel d'offre pour transport à Agadir,Marché public concernant le secteur transport dans la région de Souss-Massa.,Fournitures,Transport,CHU Casablanca,Maroc,Souss-Massa,Agadir,2024-08-27,2024-10-06,2024-10-19,8202708,"['Novec', 'TGCC', 'INGEMA', 'SOMAGEC', 'Jet Contractors']","[8425792.717591038, 8492479.222218227, 8681631.33900305, 9775704.311281387, 9803650.941956837]",SOMAGEC,9775704.311281387,9035851.71,0.1918,51,Appel d’offres restreint,Note technique et prix,5,Oui,2,19,69,Annulé,Manque de budget
3217,Appel d'offre pour fournitures scolaires à Rabat,Marché public concernant le secteur fournitures scolaires dans la région de Tanger-Tétouan-Al Hoceïma.,Fournitures,Fournitures scolaires,CHU Casablanca,Maroc,Tanger-Tétouan-Al Hoceïma,Rabat,2025-04-30,2025-06-10,2025-06-21,7602486,"['Novec', 'TGCC', 'INGEMA']","[7162490.707945194, 7328763.659838318, 7986157.563313799]",Novec,7162490.707945194,7492470.64,-0.0579,362,Gré à gré,Note technique et prix,3,Non,14,15,60,Sans suite,
3218,Appel d'offre pour informatique à Oujda,Marché public concernant le secteur informatique dans la région de Tanger-Tétouan-Al Hoceïma.,Travaux,Informatique,CHU Casablanca,Maroc,Tanger-Tétouan-Al Hoceïma,Oujda,2025-04-22,2025-05-05,2025-05-13,6041554,"['TGCC', 'SOMAGEC']","[6201884.869438199, 6694962.400475487]",SOMAGEC,6694962.400475487,6448423.63,0.1082,352,Appel d’offres ouvert,Meilleure offre économiquement,2,Non,3,14,96,Annulé,Non-conformité des offres
3219,Appel d'offre pour btp à Casablanca,Marché public concernant le secteur btp dans la région de Oriental.,Services,BTP,CHU Casablanca,Maroc,Oriental,Casablanca,2024-12-08,2025-01-30,2025-02-16,8506328,"['INGEMA', 'TGCC', 'SOMAGEC', 'SOGEA', 'Jet Contractors']","[8246788.73926416, 8311060.600764323, 9049337.863941604, 9334036.84673514, 9538565.174435794]",SOGEA,9334036.84673514,8895957.85,0.0973,122,Appel d’offres restreint,Meilleure offre économiquement,5,Oui,13,20,95,Sans suite,Manque de budget
3220,Appel d'offre pour médical à Oujda,Marché public concernant le secteur médical dans la région de Casablanca-Settat.,Travaux,Médical,DGSN,Maroc,Casablanca-Settat,Oujda,2024-01-14,2024-02-21,2024-03-09,4648197,"['Novec', 'INGEMA', 'SOMAGEC', 'TGCC', 'SOGEA']","[4415011.765489284, 5271125.936006334, 5446910.081355622, 5451425.641948601, 5565593.478203919]",SOMAGEC,5446910.081355622,5230013.38,0.1718,133,Gré à gré,Prix seul,5,Oui,8,17,89,Sans suite,
3221,Appel d'offre pour fournitures scolaires à Agadir,Marché public concernant le secteur fournitures scolaires dans la région de Rabat-Salé-Kénitra.,Travaux,Fournitures scolaires,CHU Casablanca,Maroc,Rabat-Salé-Kénitra,Agadir,2024-02-01,2024-02-21,2024-03-06,1404597,"['TGCC', 'SOGEA', 'SOMAGEC', 'Novec', 'INGEMA']","[1332496.1603790752, 1363092.2708485886, 1428888.6704904835, 1449781.3302733928, 1596402.3320441623]",SOGEA,1363092.2708485886,1434132.15,-0.0295,208,Gré à gré,Note technique et prix,5,Oui,9,1,93,Annulé,
3222,Appel d'offre pour médical à Casablanca,Marché public concernant le secteur médical dans la région de Casablanca-Settat.,Fournitures,Médical,DGSN,Maroc,Casablanca-Settat,Casablanca,2025-03-11,2025-03-28,2025-04-11,4703819,"['SOGEA', 'TGCC', 'Jet Contractors', 'INGEMA']","[4458993.236681961, 4714827.357515705, 4756761.468018662, 4859318.347247124]",INGEMA,4859318.347247124,4697475.1,0.0331,349,Appel d’offres ouvert,Note technique et prix,4,Non,3,17,92,Sans suite,Manque de budget
3223,Appel d'offre pour transport à Casablanca,Marché public concernant le secteur transport dans la région de Souss-Massa.,Fournitures,Transport,ONCF,Maroc,Souss-Massa,Casablanca,2025-05-16,2025-06-20,2025-07-04,9929365,"['Jet Contractors', 'Novec', 'TGCC']","[9301628.814367002, 10305517.376923304, 11634642.62285612]",Novec,10305517.376923304,10413929.6,0.0379,209,Gré à gré,Prix seul,3,Non,15,17,83,Attribué,
3224,Appel d'offre pour énergie à Rabat,Marché public concernant le secteur énergie dans la région de Fès-Meknès.,Fournitures,Énergie,Ministère de la Santé,Maroc,Fès-Meknès,Rabat,2023-07-23,2023-09-04,2023-09-15,9313845,"['SOMAGEC', 'TGCC', 'INGEMA']","[8891923.918544812, 10550222.606291601, 11009980.732386095]",INGEMA,11009980.732386095,10150709.09,0.1821,360,Appel d’offres ouvert,Note technique et prix,3,Oui,11,10,77,Attribué,
3225,Appel d'offre pour médical à Rabat,Marché public concernant le secteur médical dans la région de Casablanca-Settat.,Services,Médical,Ministère de l’Équipement,Maroc,Casablanca-Settat,Rabat,2025-03-01,2025-03-29,2025-04-07,8717605,"['TGCC', 'SOGEA', 'INGEMA']","[8421791.504915962, 9586776.544424165, 9842474.425074007]",INGEMA,9842474.425074007,9283680.82,0.129,73,Appel d’offres ouvert,Prix seul,3,Oui,15,4,81,Attribué,
3226,Appel d'offre pour énergie à Oujda,Marché public concernant le secteur énergie dans la région de Fès-Meknès.,Services,Énergie,ONCF,Maroc,Fès-Meknès,Oujda,2023-02-02,2023-04-03,2023-04-18,3963639,"['TGCC', 'Jet Contractors', 'SOMAGEC']","[3791094.2241453887, 3983480.9469343317, 3998551.467718437]",Jet Contractors,3983480.9469343317,3924375.55,0.005,71,Appel d’offres restreint,Note technique et prix,3,Non,0,5,68,Attribué,
3227,Appel d'offre pour médical à Casablanca,Marché public concernant le secteur médical dans la région de Fès-Meknès.,Travaux,Médical,ONEE,Maroc,Fès-Meknès,Casablanca,2023-01-13,2023-02-25,2023-03-16,5998850,"['SOGEA', 'TGCC', 'SOMAGEC']","[5841794.84421533, 6516464.774445689, 6800213.877460329]",SOGEA,5841794.84421533,6386157.83,-0.0262,79,Appel d’offres restreint,Note technique et prix,3,Oui,3,11,88,Sans suite,Non-conformité des offres
3228,Appel d'offre pour btp à Fès,Marché public concernant le secteur btp dans la région de Tanger-Tétouan-Al Hoceïma.,Travaux,BTP,ONEE,Maroc,Tanger-Tétouan-Al Hoceïma,Fès,2024-01-16,2024-01-31,2024-02-20,3357254,"['Novec', 'Jet Contractors', 'TGCC', 'SOGEA', 'INGEMA']","[3088288.6181671247, 3109187.404337416, 3950836.9019906684, 3962720.9718555706, 3998552.930263968]",Jet Contractors,3109187.404337416,3621917.37,-0.0739,137,Gré à gré,Note technique et prix,5,Non,0,6,92,Annulé,Non-conformité des offres
3229,Appel d'offre pour énergie à Fès,Marché public concernant le secteur énergie dans la région de Souss-Massa.,Services,Énergie,ONCF,Maroc,Souss-Massa,Fès,2023-08-05,2023-09-30,2023-10-08,3330799,"['TGCC', 'SOGEA', 'INGEMA']","[3784004.452704096, 3878478.902114253, 3973574.259866748]",INGEMA,3973574.259866748,3878685.87,0.193,243,Appel d’offres ouvert,Note technique et prix,3,Oui,0,20,74,Attribué,
3230,Appel d'offre pour énergie à Oujda,Marché public concernant le secteur énergie dans la région de Souss-Massa.,Fournitures,Énergie,ONEE,Maroc,Souss-Massa,Oujda,2024-11-24,2024-12-15,2025-01-02,1851672,"['INGEMA', 'Novec', 'TGCC', 'SOGEA', 'SOMAGEC', 'Jet Contractors']","[1708593.798841584, 1823595.925150569, 1826297.6489471272, 1855242.5860792934, 1935008.4259359357, 2215144.040702376]",Jet Contractors,2215144.040702376,1893980.4,0.1963,64,Appel d’offres restreint,Prix seul,6,Oui,15,6,89,Attribué,
3231,Appel d'offre pour btp à Rabat,Marché public concernant le secteur btp dans la région de Oriental.,Services,BTP,ONEE,Maroc,Oriental,Rabat,2023-05-28,2023-07-19,2023-08-01,4295684,"['Novec', 'Jet Contractors', 'SOMAGEC', 'SOGEA']","[4287446.655671867, 4520730.99756098, 4802032.13691529, 5010925.890360614]",SOMAGEC,4802032.13691529,4655283.92,0.1179,341,Gré à gré,Note technique et prix,4,Non,8,1,98,Annulé,Non-conformité des offres
3232,Appel d'offre pour transport à Agadir,Marché public concernant le secteur transport dans la région de Casablanca-Settat.,Travaux,Transport,DGSN,Maroc,Casablanca-Settat,Agadir,2024-03-25,2024-04-23,2024-05-03,6112792,"['SOMAGEC', 'SOGEA', 'Novec', 'TGCC']","[6012035.372839858, 6195686.538767415, 6284251.762600694, 7258697.990837113]",SOMAGEC,6012035.372839858,6437667.92,-0.0165,316,Gré à gré,Prix seul,4,Oui,9,1,78,Sans suite,
3233,Appel d'offre pour informatique à Tanger,Marché public concernant le secteur informatique dans la région de Oriental.,Fournitures,Informatique,DGSN,Maroc,Oriental,Tanger,2024-02-15,2024-04-15,2024-05-03,6869454,"['INGEMA', 'Novec', 'TGCC']","[6633128.629428774, 6834217.421789045, 7952135.717894234]",TGCC,7952135.717894234,7139827.26,0.1576,337,Appel d’offres ouvert,Prix seul,3,Non,7,13,79,Annulé,Non-conformité des offres
3234,Appel d'offre pour btp à Oujda,Marché public concernant le secteur btp dans la région de Casablanca-Settat.,Travaux,BTP,CHU Casablanca,Maroc,Casablanca-Settat,Oujda,2023-09-04,2023-10-16,2023-11-03,6624594,"['Jet Contractors', 'SOGEA', 'INGEMA']","[6468895.773137783, 6663696.918935256, 7319442.160227979]",Jet Contractors,6468895.773137783,6817344.95,-0.0235,75,Appel d’offres restreint,Note technique et prix,3,Non,3,13,63,Sans suite,Non-conformité des offres
3235,Appel d'offre pour fournitures scolaires à Fès,Marché public concernant le secteur fournitures scolaires dans la région de Casablanca-Settat.,Services,Fournitures scolaires,DGSN,Maroc,Casablanca-Settat,Fès,2025-05-22,2025-06-17,2025-06-27,6416573,"['SOGEA', 'Jet Contractors', 'SOMAGEC', 'Novec', 'INGEMA']","[6017770.940306301, 6039486.614286741, 6292494.809549394, 7097620.1626042025, 7643570.340398491]",Jet Contractors,6039486.614286741,6618188.57,-0.0588,70,Gré à gré,Prix seul,5,Oui,9,3,97,Sans suite,
3236,Appel d'offre pour btp à Agadir,Marché public concernant le secteur btp dans la région de Rabat-Salé-Kénitra.,Travaux,BTP,CHU Casablanca,Maroc,Rabat-Salé-Kénitra,Agadir,2023-02-27,2023-03-27,2023-04-14,6615959,"['Novec', 'INGEMA', 'SOMAGEC', 'SOGEA', 'TGCC']","[6171067.669576687, 6544341.669623931, 6699947.857308632, 6762196.6389611345, 7910533.594489539]",TGCC,7910533.594489539,6817617.49,0.1957,331,Appel d’offres ouvert,Meilleure offre économiquement,5,Oui,2,5,81,Annulé,Non-conformité des offres
3237,Appel d'offre pour transport à Casablanca,Marché public concernant le secteur transport dans la région de Rabat-Salé-Kénitra.,Fournitures,Transport,DGSN,Maroc,Rabat-Salé-Kénitra,Casablanca,2023-06-24,2023-08-03,2023-08-17,4709337,"['Novec', 'INGEMA', 'SOGEA', 'Jet Contractors', 'TGCC']","[4367174.207991045, 4722776.14253113, 5003656.13515446, 5349279.616543978, 5547566.443730743]",Novec,4367174.207991045,4998090.51,-0.0727,248,Gré à gré,Note technique et prix,5,Oui,15,1,72,Sans suite,Non-conformité des offres
3238,Appel d'offre pour btp à Oujda,Marché public concernant le secteur btp dans la région de Souss-Massa.,Fournitures,BTP,ONEE,Maroc,Souss-Massa,Oujda,2024-02-06,2024-02-24,2024-03-14,5684071,"['Jet Contractors', 'TGCC', 'INGEMA', 'Novec', 'SOGEA', 'SOMAGEC']","[5288586.277547224, 5537844.620513718, 5575912.770155164, 5721805.677421184, 6161457.538580671, 6662713.869071142]",TGCC,5537844.620513718,5824720.13,-0.0257,164,Gré à gré,Prix seul,6,Non,13,20,74,Annulé,
3239,Appel d'offre pour transport à Tanger,Marché public concernant le secteur transport dans la région de Tanger-Tétouan-Al Hoceïma.,Fournitures,Transport,Ministère de la Santé,Maroc,Tanger-Tétouan-Al Hoceïma,Tanger,2023-09-21,2023-10-12,2023-10-18,9899291,"['SOMAGEC', 'TGCC', 'Jet Contractors', 'SOGEA', 'Novec', 'INGEMA']","[9278623.758076012, 9280472.795015449, 10563369.827532548, 11233197.71623092, 11611289.42681403, 11858250.209251905]",SOMAGEC,9278623.758076012,10637533.96,-0.0627,252,Appel d’offres restreint,Meilleure offre économiquement,6,Oui,10,11,73,Sans suite,
3240,Appel d'offre pour énergie à Tanger,Marché public concernant le secteur énergie dans la région de Rabat-Salé-Kénitra.,Fournitures,Énergie,DGSN,Maroc,Rabat-Salé-Kénitra,Tanger,2025-05-04,2025-06-22,2025-07-04,9287138,"['TGCC', 'SOGEA', 'INGEMA', 'SOMAGEC', 'Novec', 'Jet Contractors']","[8361828.372698217, 9633616.722426297, 9856701.258934014, 9973787.826764414, 10641566.169621354, 10913336.629255136]",Novec,10641566.169621354,9896806.16,0.1458,65,Appel d’offres restreint,Note technique et prix,6,Oui,13,2,100,Annulé,
3241,Appel d'offre pour fournitures scolaires à Rabat,Marché public concernant le secteur fournitures scolaires dans la région de Fès-Meknès.,Services,Fournitures scolaires,ONCF,Maroc,Fès-Meknès,Rabat,2023-07-26,2023-09-19,2023-09-28,8790728,"['SOGEA', 'TGCC', 'INGEMA']","[8808714.739814796, 10039660.956616918, 10081000.950890422]",TGCC,10039660.956616918,9643125.55,0.1421,299,Appel d’offres ouvert,Prix seul,3,Oui,2,3,60,Attribué,
